date,open,high,low,close,Volume USD
19,68503.08,68586.46,67104.51,67503.69,13249709.24481986
19,68213.29,68545.6,67984.67,68503.08,2549951.0077163954
19,68062.57,68441.4,67953.39,68213.29,1340973.4962708564
19,67827.27,68140.28,67680.0,68062.57,1250028.2049470395
19,68001.44,68196.19,67620.74,67827.27,2412194.8570936606
19,68189.77,68190.17,67278.36,68001.44,3182624.5521680275
19,68463.22,68465.8,68080.1,68189.77,1344310.2448217587
19,68658.83,68669.22,68360.41,68463.22,935204.0648212276
19,68309.89,68914.93,68173.02,68658.83,1895365.2567903115
19,67932.85,68497.99,67650.14,68309.89,1258497.2277907524
19,67741.13,68094.05,67703.11,67932.85,1158288.0433288924
19,67606.92,68130.8,67347.16,67741.13,2197236.050248339
19,67243.3,67712.36,66751.84,67606.92,2443921.79050215
19,68348.88,68348.88,67227.36,67243.3,5448420.061491063
20,68203.24,68591.88,68039.27,68348.88,2212719.6141716475
20,68109.67,68842.59,68092.64,68203.24,4318508.097413065
20,68254.34,68344.17,67958.8,68109.67,270736.0118084436
20,68508.73,68643.21,68196.78,68254.34,568024.2828292494
20,68134.24,68526.22,68062.35,68508.73,325756.20092189533
20,68500.0,68565.23,68038.08,68134.24,1540404.5600001535
20,67983.52,68592.09,67891.25,68500.0,462728.186685
20,67915.61,68311.45,67701.31,67983.52,740184.286275984
