date,open,high,low,close,Volume USD
1,67636.46,67999.29,67636.46,67855.65,440621.46465022647
1,67558.12,67851.44,67558.12,67636.46,362264.1547173932
1,67633.59,67881.27,67558.12,67558.12,369281.638748806
1,67388.42,67748.76,67308.89,67633.59,1361000.633127576
1,67625.92,68077.59,67369.0,67388.42,7325875.097255867
1,67410.53,67743.12,67314.13,67625.92,2747766.7258111425
1,68002.57,68028.17,67346.61,67410.53,1885400.9334430348
1,68257.05,68418.09,67731.3,68002.57,1847045.1081619065
1,68217.92,68300.93,67683.28,68257.05,1261089.841038438
1,67535.96,68608.49,67366.51,68217.92,2677673.8458081246
1,66910.8,67634.0,66544.9,67535.96,3001173.105340729
1,66477.84,66927.0,65978.21,66910.8,5927671.159639152
1,67022.78,67086.4,66396.25,66477.84,1531834.9998425758
1,66821.02,67205.49,66750.0,67022.78,349747.0264519792
1,67074.76,67134.72,66392.0,66821.02,964198.7873608804
1,66930.96,67673.73,66930.96,67074.76,345712.01062412915
1,67141.08,67144.01,66842.92,66930.96,567538.0674426577
1,66928.99,67171.26,66784.86,67141.08,764192.6334489636
1,67671.39,67772.06,66414.29,66928.99,1875847.3472749451
1,67875.4,68063.12,67500.0,67671.39,622342.5482205122
1,67635.32,68062.0,67603.0,67875.4,1393325.981615784
1,68181.0,68181.0,67475.26,67635.32,1439687.4762810215
1,68670.24,68670.24,67856.37,68181.0,1435702.3440923998
1,68521.56,68749.74,68204.8,68670.24,622789.6850431777
2,67949.03,68577.56,67925.93,68521.56,2431558.422967783
2,67820.12,68083.0,67619.4,67949.03,643315.6599601785
2,67922.5,68159.78,67538.83,67820.12,1159528.2634519744
2,68517.03,68609.55,67361.01,67922.5,3151221.329389575
2,68611.7,69145.56,68361.67,68517.03,7077754.538168977
2,68828.25,69360.26,68544.38,68611.7,6416751.402656384
2,67866.6,68953.99,67791.86,68828.25,4701731.813943869
2,67667.52,68225.81,67550.68,67866.6,2018369.497271484
2,67747.61,67860.59,67486.27,67667.52,2576837.3028865345
2,67281.21,68044.13,67105.9,67747.61,5498394.758009789
2,66703.81,67500.0,66694.47,67281.21,4918202.737718809
2,66344.65,66840.2,66311.57,66703.81,2671580.733032132
2,66273.27,66450.0,65886.4,66344.65,4180905.101659975
2,66273.68,66477.0,66161.67,66273.27,555237.0246210123
2,66247.82,66391.67,66174.93,66273.68,651372.1283818143
2,66067.77,66389.1,66021.66,66247.82,376579.4935703125
2,65783.57,66276.02,65661.11,66067.77,1234145.1118067757
2,65580.59,65815.89,65540.48,65783.57,482414.3476284556
2,65486.51,65693.62,65400.0,65580.59,450483.7675926172
2,65637.0,65707.32,65092.71,65486.51,910415.3777354364
2,65758.3,65805.53,65565.99,65637.0,1184175.89705844
2,66172.9,66172.9,65520.75,65758.3,2337192.1106744544
2,66275.2,66328.35,66061.26,66172.9,485405.977061176
2,65976.56,66380.0,65863.15,66275.2,943141.86565312
3,66164.44,66300.0,65946.65,65976.56,1823078.3529893896
3,65941.32,66250.64,65880.32,66164.44,992332.7764653004
3,65746.38,65963.34,65500.0,65941.32,802082.9253458917
3,65837.05,65882.56,65600.0,65746.38,1409503.5434348444
3,66021.16,66143.52,65740.96,65837.05,2556481.2629651893
3,66011.29,66144.0,65523.36,66021.16,1976346.997004968
3,66253.5,66432.47,65886.43,66011.29,2058359.7415040047
3,65878.46,66660.36,65850.0,66253.5,2818284.991524855
3,66665.95,66700.0,65768.32,65878.46,2496862.824828969
3,65839.47,66940.0,65839.47,66665.95,5856582.892390432
3,65949.84,66056.98,65669.57,65839.47,2079221.8429523893
3,66118.11,66282.24,65795.15,65949.84,787667.2151139
3,66239.68,66257.46,65602.81,66118.11,2328184.980478697
3,66497.87,66555.49,66081.54,66239.68,984016.5289363968
3,66607.4,66654.98,66383.41,66497.87,277871.67757918965
3,66154.85,66696.73,66045.13,66607.4,1170517.139022668
3,66395.0,66521.99,66154.85,66154.85,761276.3548738685
3,66145.69,66418.9,66115.0,66395.0,817755.3693022
3,66351.21,66417.67,65964.4,66145.69,833206.4641269343
3,66280.0,66532.68,66153.76,66351.21,1137329.0213429458
3,65942.59,66330.0,65800.0,66280.0,2090984.3682604
3,65824.72,66062.8,65742.31,65942.59,1014681.9146802512
3,65404.19,65955.61,65134.51,65824.72,1748006.0171571816
3,65452.39,65619.28,64499.18,65404.19,2221385.527793442
4,65835.66,65863.18,65405.21,65452.39,1669731.264065639
4,65722.26,65966.76,65600.0,65835.66,1784441.7089702017
4,65642.93,65838.63,65250.0,65722.26,1426287.396760732
4,65949.56,66133.35,65550.0,65642.93,4238631.830755296
4,65831.09,66239.5,65800.0,65949.56,5899508.258526257
4,65647.48,66077.0,65400.0,65831.09,3132615.5251643537
4,65603.73,65730.57,65295.81,65647.48,2169414.1080539767
4,64908.16,65816.15,64624.6,65603.73,4122029.320719909
4,65732.62,66208.1,64703.24,64908.16,4985540.6398543045
4,65217.67,66303.69,65150.0,65732.62,5586789.788733907
4,65346.3,65415.98,64560.0,65217.67,11393605.533031467
4,65632.16,65834.28,65127.11,65346.3,3371709.176950437
4,65990.78,66066.0,65075.99,65632.16,3735821.801794896
4,66098.63,66274.9,65458.98,65990.78,2118615.7296115425
4,66310.08,66561.05,65787.74,66098.63,2169860.3525499706
4,66543.32,66720.12,66141.88,66310.08,2098311.2857933054
4,66907.9,66946.99,66534.0,66543.32,904746.305480826
4,66811.18,67197.18,66756.44,66907.9,1236414.755445941
4,66673.21,66907.8,66192.57,66811.18,3115430.2038834314
4,66749.15,66988.41,66400.0,66673.21,3796038.790642045
4,67109.54,67347.77,66629.59,66749.15,2927014.132468718
4,69422.74,69427.7,65980.49,67109.54,9248897.521647396
4,69428.67,69638.08,69295.17,69422.74,542365.5595961194
4,69679.24,69705.01,69096.71,69428.67,586362.313171379
5,69756.24,69888.58,69675.16,69679.24,999504.6667914516
5,69591.02,69893.38,69591.02,69756.24,1518614.6448678842
5,69783.38,69926.68,69571.46,69591.02,830256.2083117765
5,69719.5,69839.49,69361.0,69783.38,2117598.119604513
5,68947.54,69866.5,68894.01,69719.5,5769234.059033325
5,68781.0,68998.66,68472.42,68947.54,2112555.154595767
5,68601.26,68781.0,68225.0,68781.0,1892120.20479582
5,68222.06,68817.56,68089.16,68601.26,3902087.494854421
5,68936.39,69008.29,68200.0,68222.06,5929304.6274285
5,69923.1,69978.99,68630.52,68936.39,4222762.55827529
5,69825.06,70114.84,69655.42,69923.1,2204634.3939349474
5,69517.04,69843.5,69447.87,69825.06,1612969.4316788118
5,69578.75,69811.23,69500.0,69517.04,1455005.0771969575
5,69452.0,69588.71,69306.6,69578.75,634345.847046575
5,69423.99,69650.64,69423.99,69452.0,1292272.43533432
5,69625.68,69625.68,69210.71,69423.99,746229.061559355
5,69625.74,69811.23,69562.97,69625.68,530905.6773513695
5,69213.93,69670.84,68968.79,69625.74,1521807.7556645311
5,70450.0,70516.86,69050.79,69213.93,2653483.259243288
5,70587.46,70653.87,70450.0,70450.0,1447993.569169
5,70876.46,70896.04,70543.53,70587.46,1526050.0036412082
5,70835.15,70905.54,70691.0,70876.46,1479489.710353366
5,71170.36,71187.8,70812.43,70835.15,1981624.0860677448
5,71306.32,71306.32,70883.43,71170.36,754844.4111722396
6,70955.86,71371.56,70935.49,71306.32,1074070.4074896777
6,70825.41,71081.85,70789.37,70955.86,3259169.4443209847
6,70860.32,70943.76,70632.41,70825.41,748096.6921725977
6,71002.01,71131.46,70700.0,70860.32,184192.2410178304
6,70876.66,71121.03,70636.03,71002.01,420568.2116397825
6,70504.17,71227.0,70458.2,70876.66,427670.51064493
6,70503.47,70548.57,70458.2,70504.17,91408.8806082606
6,70395.71,70698.0,70342.48,70503.47,266534.9327009069
6,70563.4,70563.4,70200.84,70395.71,241094.52564701356
6,70626.88,70696.19,70475.91,70563.4,132179.051812308
6,70492.4,70750.49,70426.23,70626.88,218102.070044256
6,70416.4,70573.0,70375.66,70492.4,278396.249308804
6,70294.19,70434.85,70283.2,70416.4,27966.061271788
6,70292.39,70320.0,70260.83,70294.19,64915.55905501811
6,70274.03,70331.78,70204.73,70292.39,24791.9867740678
6,70319.45,70434.86,70249.2,70274.03,156435.5206434207
6,70238.48,70339.85,70178.76,70319.45,111878.09024721
6,70345.63,70377.04,70209.33,70238.48,310744.6624060688
6,70124.43,70464.05,70092.0,70345.63,151901.4678442574
6,69925.64,70124.43,69900.0,70124.43,33256.6483713828
6,69977.07,69999.99,69800.04,69925.64,66849.5677425032
6,70067.04,70142.85,69977.07,69977.07,44944.05868627591
6,69880.31,70086.86,69871.55,70067.04,62929.9286264928
6,69627.91,69965.82,69602.95,69880.31,145794.4130052508
7,69754.31,69804.0,69564.49,69627.91,291564.8016946775
7,69751.5,69862.2,69700.01,69754.31,490805.7935989802
7,69850.49,69877.43,69700.0,69751.5,186649.645227045
7,69942.93,69942.93,69822.15,69850.49,136068.16637887422
7,70002.49,70002.49,69700.0,69942.93,308595.69874723227
7,70082.71,70082.71,69937.51,70002.49,74669.044990123
7,70229.38,70245.8,70039.36,70082.71,192743.6661349585
7,70050.89,70309.18,69960.14,70229.38,192869.8450973216
7,70100.08,70180.1,70000.0,70050.89,200460.7048601066
7,70212.1,70236.11,70028.51,70100.08,225436.0410763624
7,70253.24,70300.0,70128.85,70212.1,78598.52109361
7,70134.49,70274.3,70114.7,70253.24,597302.0227364748
7,70028.1,70140.0,70020.02,70134.49,36890.349688200906
7,70061.53,70118.0,69985.93,70028.1,59652.870457671
7,69998.69,70177.22,69905.71,70061.53,72813.31289288981
7,69915.01,70049.35,69850.04,69998.69,91880.5366892054
7,70069.71,70087.74,69915.01,69915.01,49827.236974379695
7,70039.22,70142.0,69931.04,70069.71,296666.65899045096
7,70084.21,70346.05,69931.97,70039.22,379543.002442774
7,69800.0,70094.26,69800.0,70084.21,92933.5112814598
7,69989.89,70078.58,69800.0,69800.0,152601.401002
7,70002.11,70073.4,69904.56,69989.89,353503.991548485
7,69965.96,70355.2,69881.2,70002.11,1102316.7495747828
7,69919.52,69965.96,69785.54,69965.96,231764.8025544764
8,69846.02,69943.44,69800.76,69919.52,102942.4491652128
8,69461.91,69846.02,69461.91,69846.02,2630747.8372248025
8,69637.36,69666.82,69316.79,69461.91,1509924.468363904
8,69684.34,69726.64,69581.34,69637.36,441688.22171708
8,69526.32,69686.06,69400.0,69684.34,289089.1721852728
8,69430.38,69616.24,69385.63,69526.32,835224.0511939488
8,69179.04,69500.0,69145.96,69430.38,1645888.0551710352
8,69199.99,69615.73,69142.46,69179.04,1869615.411224803
8,70143.12,70168.74,69068.92,69199.99,1590518.0752003144
8,70438.83,70527.51,70098.36,70143.12,899920.2797559431
8,70153.05,70662.57,70065.93,70438.83,1339625.883475433
8,70152.04,70314.44,69874.89,70153.05,759600.4960021665
8,70124.52,70349.51,70084.4,70152.04,618870.8828096619
8,69739.69,70124.52,69600.0,70124.52,394973.6640146964
8,69944.21,70009.37,69600.0,69739.69,673242.6253186024
8,69811.85,70056.11,69717.2,69944.21,108202.5429871876
8,70447.2,70482.49,69775.0,69811.85,309795.51573693
8,70223.02,70473.11,70034.49,70447.2,138486.64291790398
8,70349.79,70458.63,70209.32,70223.02,302775.03086189524
8,70444.56,70526.49,70308.0,70349.79,537334.8483940898
8,70646.78,70700.0,70313.38,70444.56,1664248.6470333023
8,70807.47,70836.44,70608.39,70646.78,1240758.5182423478
8,70756.06,70924.06,70665.23,70807.47,390031.633461294
8,70785.16,70836.51,70633.72,70756.06,298792.737414632
9,70854.59,71087.57,70693.42,70785.16,1547091.8123153672
9,70806.79,70914.57,70588.01,70854.59,3980299.883278852
9,70693.48,70943.5,70676.82,70806.79,2161519.945388325
9,70846.54,70900.0,70643.5,70693.48,1916582.0443465123
9,70536.71,70929.0,70489.78,70846.54,3625632.8746565976
9,70796.71,71000.0,70411.54,70536.71,3187432.2998616816
9,70707.01,70862.26,70482.95,70796.71,1668344.8698060524
9,71277.97,71348.13,70543.52,70707.01,4307937.517486372
9,71569.19,71588.84,71018.55,71277.97,3428092.636504698
9,70865.82,71569.19,70692.04,71569.19,3866411.859347037
9,70811.13,71311.58,70390.72,70865.82,4971546.879389657
9,70597.26,70818.23,70280.0,70811.13,3219921.021034396
9,70800.0,70941.0,70518.67,70597.26,1024050.2393806236
9,70564.06,70818.28,70313.91,70800.0,907282.982412
9,70557.62,70902.44,70515.23,70564.06,899013.2097087904
9,70387.19,70837.68,70294.45,70557.62,2220102.6311527058
9,70339.92,70431.31,70178.01,70387.19,1824535.267047652
9,69703.4,70372.18,69625.92,70339.92,3182691.1084062024
9,69676.67,69887.6,69583.26,69703.4,1229304.464387402
9,69282.44,69717.2,69261.6,69676.67,760096.433640329
9,69090.65,69324.72,69021.19,69282.44,584452.2711059144
9,69403.08,69536.16,68884.23,69090.65,887800.7773527818
9,69656.12,69708.06,69268.73,69403.08,746016.018042564
9,69402.4,69951.18,69338.79,69656.12,1874223.5807785816
10,69395.72,69606.72,69045.0,69402.4,1830144.262586864
10,68914.46,69434.56,68892.07,69395.72,3055944.552302408
10,68859.88,69323.2,68843.12,68914.46,1490609.003983059
10,68588.31,69110.53,68570.58,68859.88,4016654.2901366143
10,68447.08,68896.34,68400.0,68588.31,8156502.379042349
10,68656.7,68874.74,68391.74,68447.08,4519732.596556949
10,69245.53,69419.84,68611.12,68656.7,2865470.4964801227
10,68859.69,69279.11,68388.65,69245.53,4755162.749491497
10,70025.93,70046.66,68850.0,68859.69,7865294.238712321
10,69866.59,70178.97,68568.86,70025.93,18262775.97357285
10,70159.89,71741.08,69656.54,69866.59,13104756.310692986
10,70216.67,70352.94,70000.94,70159.89,1707940.3909997258
10,70124.22,70681.0,70039.36,70216.67,2046335.1457258428
10,70030.27,70196.57,69925.08,70124.22,465481.2989614104
10,69515.77,70094.27,69447.75,70030.27,634327.5005704258
10,69702.15,69980.17,69512.52,69515.77,1284491.636480132
10,70327.52,70327.52,69668.68,69702.15,650476.8682010024
10,70391.23,70563.27,70186.4,70327.52,328893.1406199216
10,70142.95,70537.25,70142.95,70391.23,385274.6167287472
10,70380.21,70459.13,70047.22,70142.95,907811.5766527714
10,70559.91,70649.62,70321.11,70380.21,766182.9488203597
10,70312.92,70559.91,70186.03,70559.91,1121085.75195866
10,70648.1,70722.74,70177.8,70312.92,2069796.78538728
10,70000.58,70672.84,69843.88,70648.1,1259211.620179449
11,70239.94,70303.01,69950.4,70000.58,1554173.6386320223
11,70013.03,70257.52,69630.2,70239.94,2162776.195220451
11,69841.59,70202.02,69753.06,70013.03,1114656.8829021768
11,69457.84,69884.36,69385.41,69841.59,2160719.733334726
11,69966.35,70110.08,69422.94,69457.84,7653179.489249541
11,70092.0,70504.0,69957.67,69966.35,1856672.857975402
11,69790.0,70246.26,69550.84,70092.0,2009523.68258004
11,70263.9,70527.0,69447.32,69790.0,2712498.722885
11,70300.92,70394.5,69752.5,70263.9,4193724.378990384
11,70403.03,70716.98,69302.22,70300.92,11040694.226358972
11,71150.99,71181.3,70095.09,70403.03,4881160.717310337
11,70703.45,71150.99,70563.5,71150.99,885217.9077752328
11,70954.24,70959.75,70636.02,70703.45,960811.1941550884
11,71162.57,71219.72,70917.16,70954.24,802859.0529622657
11,70695.96,71293.61,70650.0,71162.57,2954764.6316085528
11,70506.66,70818.28,70318.86,70695.96,1053740.406361512
11,70624.53,71580.0,70465.03,70506.66,5176660.2143494105
11,70321.1,70634.22,70301.26,70624.53,365561.37345264567
11,70633.35,70637.09,70310.47,70321.1,1046583.615728051
11,70487.35,70679.78,70424.36,70633.35,1513116.48112209
11,70475.19,70641.74,70301.95,70487.35,1392449.3669517045
11,70201.45,70545.28,70050.58,70475.19,1744567.5322620342
11,69915.48,70300.0,69822.19,70201.45,3839900.171205104
11,69879.0,70231.97,69745.9,69915.48,1163562.9455646682
12,70334.07,70498.0,69740.24,69879.0,2547230.0738738403
12,69911.3,70709.88,69843.77,70334.07,1707229.907382154
12,70948.8,70956.98,69610.38,69911.3,2123596.64260163
12,71062.86,71200.0,70712.12,70948.8,1294738.341723216
12,70871.3,71083.13,70564.6,71062.86,5639982.398411499
12,70571.77,70937.74,70360.81,70871.3,7928046.104736396
12,70216.53,70833.36,70173.86,70571.77,6261807.857766197
12,69788.53,70299.5,69451.95,70216.53,6218454.441712623
12,69403.77,70000.0,69156.46,69788.53,7698202.339552643
12,68000.0,69600.0,67741.62,69403.77,10603070.40162879
12,67112.29,68000.0,66833.12,68000.0,4654999.24364
12,66831.11,67281.75,66799.01,67112.29,1540695.4939152163
12,67067.99,67067.99,66799.54,66831.11,1338408.7746776748
12,67105.78,67347.3,66883.32,67067.99,920862.6613420234
12,66934.83,67132.86,66770.8,67105.78,486491.9335971464
12,66837.01,67169.14,66817.61,66934.83,977151.721534292
12,67163.55,67292.99,66775.69,66837.01,543110.5280474303
12,67413.32,67413.32,66953.34,67163.55,1312083.2327997976
12,67506.85,67736.88,67327.06,67413.32,1934148.506619529
12,67360.0,67530.79,67049.54,67506.85,1340510.625800412
12,66723.42,67360.0,66595.55,67360.0,1079684.4152496
12,66540.49,66775.26,66369.8,66723.42,1283848.6814204052
12,66573.4,66961.96,66435.07,66540.49,1116132.121501824
12,67175.77,67315.96,66501.28,66573.4,3655270.074378428
13,66973.4,67632.16,66936.1,67175.77,2793456.1692929594
13,66539.64,67012.64,66443.07,66973.4,5534190.0860957615
13,66116.62,66648.31,66116.62,66539.64,1063818.0321713365
13,65825.89,66466.31,65728.83,66116.62,427127.62324910297
13,65722.0,66003.99,65682.36,65825.89,447165.3954501409
13,65364.82,66003.99,65362.39,65722.0,435255.413489
13,65232.37,65523.85,64651.38,65364.82,336685.742685256
13,65658.82,65835.81,65205.3,65232.37,291393.4612444744
13,65622.06,65727.28,65444.0,65658.82,145123.9177144482
13,65339.57,65886.95,65316.81,65622.06,296609.38161687
13,65660.13,65800.0,65285.58,65339.57,252747.1663085774
13,65333.48,65750.0,65185.09,65660.13,838951.4009500003
13,65127.54,65336.75,65000.0,65333.48,22174.5528994968
13,64893.94,65350.43,64893.94,65127.54,38901.8591017494
13,65246.76,65246.76,64810.18,64893.94,103767.8942000232
13,64575.47,65246.76,64494.63,65246.76,173584.55449850042
13,64233.12,64575.47,64052.42,64575.47,201115.1837090025
13,64314.05,64393.47,64114.76,64233.12,138460.756100856
13,64202.58,64383.8,64138.96,64314.05,30692.021686455
13,63996.58,64252.7,63804.59,64202.58,346364.79747363
13,64293.68,64293.68,63954.36,63996.58,352083.3720593544
13,64490.02,64519.06,64211.87,64293.68,184317.18611768
13,64563.47,64719.69,64400.0,64490.02,104697.1510208568
13,64090.5,64594.83,64000.0,64563.47,467383.6373060027
14,64753.34,64814.28,63918.46,64090.5,161464.02213564
14,64969.89,65053.43,64750.57,64753.34,698686.8569557602
14,65014.15,65203.64,64812.6,64969.89,131685.0720023601
14,64882.49,65102.97,64689.61,65014.15,229040.8540301995
14,65389.39,65480.57,64798.2,64882.49,546494.4466696094
14,65658.95,65658.95,65288.85,65389.39,212247.5360863264
14,65681.48,65995.0,65472.99,65658.95,772521.005095826
14,65108.22,65789.34,64917.84,65681.48,503422.4660251808
14,65256.97,65348.56,64742.07,65108.22,551219.8026955554
14,64600.33,65400.49,64421.06,65256.97,558493.7667993628
14,64600.33,64600.33,64600.33,64600.33,0.0
14,64628.01,64637.68,64585.19,64600.33,2304.209790671
14,64321.65,64628.01,64239.6,64628.01,51901.5508111737
14,64498.84,64653.45,64234.46,64321.65,1102699.880424333
14,64541.46,64549.73,64219.69,64498.84,79589.3317402288
14,64581.02,64827.46,64281.49,64541.46,123483.306157473
14,64174.03,64845.46,64174.03,64581.02,116761.860953157
14,64078.06,64293.4,63990.99,64174.03,46257.4693107273
14,63905.39,64149.36,63773.4,64078.06,285669.3045852404
14,63606.47,64113.42,63564.36,63905.39,101000.0513540963
14,63914.89,63914.89,63066.22,63606.47,486781.5119837654
14,64143.42,64315.48,63779.24,63914.89,225480.2023129929
14,63599.95,64406.99,63599.95,64143.42,417099.310780416
14,63838.71,63850.59,63520.3,63599.95,420409.0261254995
15,63066.22,63841.59,63051.31,63838.71,397184.9904740952
15,62947.68,63480.36,62589.3,63066.22,3281422.1439138246
15,63514.74,63525.91,62353.04,62947.68,1644073.851366144
15,63895.0,63968.95,63362.57,63514.74,2163210.633590379
15,63760.31,64164.0,63485.67,63895.0,2248724.59979635
15,63594.75,64004.48,63458.44,63760.31,1178507.7053423033
15,63292.0,63813.1,63292.0,63594.75,1415747.6981466
15,63868.17,63868.17,62779.66,63292.0,2480168.6405942803
15,62734.65,64333.33,62636.1,63868.17,4675893.621505044
15,63108.8,64328.85,62609.29,62734.65,9845997.507697824
15,64265.44,64433.53,62837.68,63108.8,7675904.263685409
15,64236.55,64654.69,63933.0,64265.44,3934565.7812053794
15,64662.39,64970.09,64087.04,64236.55,2610630.0666233343
15,65447.28,65609.61,64548.0,64662.39,2482954.055671518
15,65825.5,66076.57,65346.01,65447.28,1213114.5786424177
15,66181.25,66364.69,65825.5,65825.5,908638.328949585
15,66441.79,66447.18,66132.88,66181.25,912203.9086209376
15,66434.37,66666.06,66324.41,66441.79,551486.649344823
15,66174.16,66434.37,65967.62,66434.37,1534986.4524176258
15,65994.67,66332.37,65749.88,66174.16,1316591.5701923089
15,65631.2,66133.35,65538.3,65994.67,1203357.1620641493
15,65206.84,65710.31,65127.54,65631.2,1585196.2548118315
15,65736.82,65929.89,65200.0,65206.84,1509231.3789320842
15,65496.4,65952.13,65358.2,65736.82,2266694.3923106524
16,65408.22,65591.38,65269.86,65496.4,679718.642084736
16,65741.58,65846.33,65344.23,65408.22,1016577.6320426688
16,65448.95,65741.58,65130.01,65741.58,950376.9702949146
16,65238.2,65910.23,64524.28,65448.95,9906651.157279309
16,65112.61,65581.5,64969.89,65238.2,6150077.249834886
16,65694.02,65813.55,64848.0,65112.61,6531717.967164985
16,66785.94,66967.54,65600.0,65694.02,3786147.463966041
16,66521.09,66804.49,66151.36,66785.94,2775790.1250125747
16,66879.69,66949.84,66032.01,66521.09,5278300.236611928
16,66721.78,67392.02,66507.23,66879.69,4813761.83265475
16,67265.31,67721.94,66584.43,66721.78,6748829.819049038
16,67050.34,67434.69,67019.01,67265.31,1246159.231065019
16,66954.65,67235.4,66757.45,67050.34,1378550.0782920916
16,66777.6,67020.82,66684.85,66954.65,880641.356200368
16,67293.73,67308.72,66652.0,66777.6,1438641.8305071362
16,67023.31,67733.1,66997.2,67293.73,1368483.7394677743
16,66974.93,67324.78,66922.87,67023.31,2472622.6770664104
16,67009.27,67312.17,66905.41,66974.93,2035752.277503494
16,66718.85,67051.04,66111.0,67009.27,2545287.1128085298
16,66622.36,66953.78,66467.59,66718.85,2013990.4520244135
16,67549.03,67736.61,66293.5,66622.36,2781158.865249024
16,67830.63,67938.98,67533.28,67549.03,621847.1625717207
16,67688.61,67951.24,67687.34,67830.63,630458.2215570303
16,67855.9,68189.5,67477.36,67688.61,1065307.1299575542
17,67688.85,68049.99,67475.35,67855.9,2840478.19701786
17,67733.42,68136.49,67361.4,67688.85,4186534.189274393
17,67089.9,68000.0,66952.23,67733.42,2786778.463957949
17,65793.71,67909.28,65683.3,67089.9,6667366.241232365
17,65348.45,66009.28,65082.22,65793.71,11732861.12545894
17,64205.5,65502.9,63955.09,65348.45,14974525.841979329
17,63118.26,64723.64,62856.37,64205.5,9662692.214049414
17,63640.82,63791.33,62045.83,63118.26,6302874.468008766
17,64215.99,64407.0,63414.13,63640.82,4137400.654514322
17,63609.82,64360.79,63442.8,64215.99,3470587.907557392
17,64056.02,64056.02,63067.0,63609.82,3329793.2489119987
17,63350.0,64361.92,63150.01,64056.02,3569969.580099516
17,63036.85,63911.5,62951.15,63350.0,1834736.64374
17,63167.89,63247.06,62852.61,63036.85,1924791.1741376892
17,62678.2,63305.12,62650.28,63167.89,1621906.0395312952
17,62962.67,63244.13,62656.94,62678.2,2400968.627699876
17,61733.15,63182.82,61733.15,62962.67,1354770.1598233264
17,61542.3,62023.11,61513.0,61733.15,2049552.33399176
17,61662.19,61770.32,60780.3,61542.3,1976296.204094844
17,61838.03,62297.7,61090.32,61662.19,5580005.9156740885
17,62858.42,63388.46,61640.0,61838.03,4237316.934098777
17,62320.43,62980.09,62177.9,62858.42,1606658.0961651995
17,63206.84,63206.84,61869.8,62320.43,3137913.16700625
17,61937.01,63354.12,61828.03,63206.84,4874420.645391978
18,62605.74,62759.29,61507.5,61937.01,7898114.402196017
18,63941.55,64004.47,62391.19,62605.74,5690361.60623891
18,63752.6,64074.41,63503.29,63941.55,1657403.2731519572
18,64384.95,64489.09,63536.1,63752.6,6340276.823505841
18,64695.3,65323.42,64353.77,64384.95,11220515.042894714
18,64850.07,64961.5,64212.29,64695.3,4018066.5756332814
18,64927.25,65776.08,64622.5,64850.07,10272001.22003179
18,63970.91,65074.0,63891.87,64927.25,10905562.449141173
18,62803.07,64092.64,62524.98,63970.91,12795368.087201146
18,63546.72,63546.72,62319.38,62803.07,12681068.632771077
18,63544.11,63831.82,63000.0,63546.72,11054483.42843113
18,63038.54,63750.45,62972.7,63544.11,5655379.538148654
18,63224.54,63341.96,62452.12,63038.54,6102736.910487253
18,64200.0,64593.61,62709.17,63224.54,4577113.822364881
18,64200.0,64200.0,64200.0,64200.0,0.0
18,64200.0,64200.0,64200.0,64200.0,0.0
18,64892.82,64892.82,64200.0,64200.0,396228.530232
18,65192.57,65412.82,64590.0,64892.82,3724029.3794038375
18,65348.95,65621.78,64600.94,65192.57,8000995.987480022
18,65882.75,65954.55,65014.34,65348.95,3971674.62989517
18,65878.01,66031.19,64883.67,65882.75,4868145.984178205
18,65874.84,66396.26,65523.69,65878.01,4582305.670580532
18,67084.2,67158.72,65810.03,65874.84,6710992.216446015
18,67613.0,68110.41,66888.01,67084.2,4088464.3107583737
19,67684.21,67992.99,67520.63,67613.0,3685859.27671052
19,67610.32,67685.62,67263.74,67684.21,4805070.602259742
19,67362.21,67880.0,67334.63,67610.32,2361666.3224766203
19,66923.63,67370.0,66923.63,67362.21,4093363.824919969
19,66990.35,67418.51,66874.59,66923.63,11716976.673196968
19,67386.4,67457.69,66927.46,66990.35,5595012.961525215
19,67128.48,67465.0,66564.04,67386.4,3355778.148329928
19,67500.0,68045.89,66964.58,67128.48,2876848.90602886
19,66969.26,67500.0,66623.54,67500.0,2868042.233475
19,67503.69,67764.09,66630.05,66969.26,14919418.742427057
